id,response,prompt_category,graph,cntbl_cond,subject,temperature
331,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
332,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
333,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
334,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
335,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
336,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
337,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
338,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
339,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
340,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
381,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
382,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
383,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
384,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
385,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
386,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
387,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
388,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
389,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
390,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
391,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
392,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
393,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
394,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
395,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
396,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
397,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
398,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
399,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
400,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
421,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
422,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
423,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
424,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
425,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
426,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
427,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
428,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
429,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
430,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
431,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
432,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
433,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
434,75,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
435,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
436,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
437,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
438,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
439,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
440,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
441,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
442,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
443,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
444,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
445,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
446,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
447,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
448,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
449,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
450,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
451,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
452,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
453,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
454,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
455,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
456,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
457,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
458,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
459,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
460,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
1,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
2,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
3,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
4,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
5,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
6,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
7,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
8,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
9,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
10,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
11,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
12,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
13,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
14,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
15,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
16,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
17,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
18,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
19,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
20,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
61,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
62,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
63,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
64,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
65,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
66,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
67,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
68,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
69,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
70,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
71,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
72,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
73,75,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
74,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
75,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
76,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
77,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
78,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
79,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
80,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
101,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
102,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
103,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
104,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
105,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
106,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
107,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
108,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
109,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
110,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
111,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
112,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
113,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
114,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
115,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
116,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
117,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
118,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
119,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
120,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
121,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
122,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
123,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
124,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
125,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
126,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
127,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
128,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
129,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
130,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
131,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
132,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
133,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
134,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
135,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
136,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
137,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
138,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
139,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
140,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
161,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
162,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
163,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
164,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
165,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
166,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
167,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
168,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
169,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
170,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
171,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
172,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
173,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
174,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
175,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
176,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
177,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
178,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
179,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
180,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
221,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
222,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
223,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
224,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
225,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
226,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
227,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
228,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
229,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
230,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
231,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
232,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
233,75,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
234,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
235,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
236,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
237,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
238,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
239,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
240,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
261,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
262,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
263,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
264,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
265,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
266,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
267,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
268,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
269,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
270,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
271,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
272,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
273,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
274,75,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
275,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
276,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
277,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
278,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
279,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
280,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
281,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
282,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
283,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
284,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
285,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
286,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
287,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
288,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
289,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
290,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
291,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
292,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
293,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
294,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
295,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
296,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
297,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
298,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
299,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
300,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
321,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
322,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
323,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
324,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
325,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
326,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
327,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
328,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
329,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
330,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
331,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
332,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
333,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
334,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
335,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
336,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
337,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
338,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
339,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
340,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
381,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
382,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
383,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
384,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
385,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
386,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
387,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
388,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
389,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
390,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
391,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
392,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
393,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
394,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
395,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
396,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
397,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
398,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
399,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
400,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
421,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
422,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
423,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
424,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
425,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
426,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
427,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
428,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
429,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
430,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
431,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
432,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
433,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
434,75,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
435,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
436,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
437,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
438,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
439,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
440,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
441,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
442,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
443,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
444,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
445,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
446,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
447,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
448,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
449,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
450,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
451,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
452,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
453,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
454,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
455,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
456,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
457,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
458,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
459,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
460,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
1,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
2,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
3,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
4,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
5,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
6,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
7,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
8,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
9,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
10,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
11,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
12,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
13,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
14,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
15,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
16,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
17,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
18,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
19,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
20,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
61,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
62,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
63,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
64,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
65,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
66,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
67,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
68,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
69,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
70,50,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
71,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
72,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
73,75,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
74,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
75,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
76,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
77,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
78,100,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
79,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
80,0,single_numeric_response,collider,pmm,gemini-1.5-pro,0.3
101,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
102,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
103,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
104,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
105,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
106,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
107,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
108,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
109,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
110,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
111,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
112,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
113,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
114,50,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
115,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
116,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
117,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
118,0,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
119,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
120,100,single_numeric_response,collider,mpm,gemini-1.5-pro,0.3
121,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
122,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
123,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
124,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
125,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
126,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
127,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
128,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
129,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
130,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
131,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
132,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
133,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
134,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
135,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
136,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
137,100,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
138,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
139,50,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
140,0,single_numeric_response,collider,mmp,gemini-1.5-pro,0.3
161,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
162,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
163,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
164,75,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
165,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
166,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
167,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
168,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
169,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
170,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
171,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
172,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
173,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
174,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
175,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
176,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
177,0,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
178,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
179,50,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
180,100,single_numeric_response,collider,ppp,gemini-1.5-pro,0.3
